Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Rawah_Wilderness_Area_1,Comanche_Peak_Wilderness_Area_1,Cache_la_Poudre_Wilderness_Area_1,Soil_Type_10_1,Soil_Type_12_1,Soil_Type_22_1,Soil_Type_23_1,Soil_Type_29_1,Soil_Type_30_1,Soil_Type_32_1,Soil_Type_33_1,dup_Elevation,dup_Aspect,dup_Slope,dup_Horizontal_Distance_To_Hydrology,dup_Vertical_Distance_To_Hydrology,dup_Horizontal_Distance_To_Roadways,dup_Hillshade_9am,dup_Hillshade_Noon,dup_Hillshade_3pm,dup_Horizontal_Distance_To_Fire_Points,dup_Rawah_Wilderness_Area_1,dup_Comanche_Peak_Wilderness_Area_1,dup_Cache_la_Poudre_Wilderness_Area_1,dup_Soil_Type_10_1,dup_Soil_Type_12_1,dup_Soil_Type_22_1,dup_Soil_Type_23_1,dup_Soil_Type_29_1,dup_Soil_Type_30_1,dup_Soil_Type_32_1,dup_Soil_Type_33_1,class,prob,sample
480,599,182,116,249,298,814,991,704,299,0,1,0,0,0,0,0,0,0,0,0,650,558,227,686,577,605,834,991,673,217,0,1,0,0,0,0,0,0,0,0,0,-1,0.012852673235201322,test
492,31,363,307,324,124,735,724,496,114,0,1,0,0,0,0,0,0,0,0,0,658,189,272,86,223,190,928,791,354,334,1,0,0,0,0,0,0,1,0,0,0,-1,1.1675334251146606e-7,test
706,824,227,21,230,874,696,920,775,21,1,0,0,0,0,0,1,0,0,0,0,441,982,76,231,311,260,834,909,617,263,1,0,0,0,1,0,0,0,0,0,0,-1,2.405364391178634e-10,test
559,153,167,77,248,521,893,850,476,727,1,0,0,0,0,0,0,1,0,0,0,424,516,91,116,244,253,869,964,621,561,1,0,0,0,1,0,0,0,0,0,0,-1,1.4777077723510812e-7,train
261,314,257,152,265,81,971,865,374,89,0,0,1,0,0,0,0,0,0,0,0,137,960,257,192,391,60,724,826,641,75,0,0,1,1,0,0,0,0,0,0,0,1,0.9972332594225599,train
669,749,182,107,241,415,743,960,763,80,0,1,0,0,0,0,0,0,0,1,0,566,802,212,68,252,355,712,936,775,130,1,0,0,0,0,0,0,1,0,0,0,-1,1.5679829054063455e-9,test
220,133,212,152,290,175,881,818,452,84,0,0,1,1,0,0,0,0,0,0,0,598,830,348,156,163,142,594,885,830,380,1,0,0,0,0,0,0,1,0,0,0,-1,4.370471819608354e-5,test
617,44,106,91,234,473,842,889,582,145,1,0,0,0,0,0,0,1,0,0,0,610,624,30,455,308,830,850,948,637,219,1,0,0,0,0,0,0,1,0,0,0,-1,3.00712238345508e-10,train
698,103,151,43,230,109,865,857,519,301,1,0,0,0,0,0,0,0,0,0,0,568,155,30,43,226,149,865,924,594,230,0,1,0,0,0,0,1,0,0,0,0,-1,6.357753281742843e-9,train
525,347,288,86,256,477,975,881,382,395,1,0,0,0,0,0,0,1,0,0,0,635,602,76,271,370,77,846,964,657,139,0,1,0,0,0,0,0,0,0,1,0,-1,1.7392855619466263e-6,train
580,869,303,64,256,273,637,865,771,484,1,0,0,0,0,1,0,0,0,0,0,626,680,76,68,214,286,826,960,676,294,0,1,0,0,0,0,0,0,0,1,0,-1,8.87546362736862e-9,test
664,425,242,183,301,297,936,940,496,458,0,1,0,0,0,0,0,0,0,0,1,595,214,76,333,328,759,893,905,543,148,1,0,0,0,0,0,0,1,0,0,0,-1,6.5109826150184945e-9,test
618,905,106,522,237,135,798,912,661,146,0,0,0,0,0,0,1,0,0,0,0,658,302,212,319,367,662,960,877,413,243,1,0,0,0,0,0,0,1,0,0,0,-1,4.655812306075893e-10,test
254,225,378,64,283,57,960,732,220,72,0,0,1,1,0,0,0,0,0,0,0,627,835,167,279,221,314,743,924,732,364,0,1,0,0,0,0,0,0,0,1,0,-1,0.004677083640171118,test
355,216,121,167,254,62,909,889,503,180,1,0,0,0,0,0,0,0,0,0,0,715,891,151,395,341,85,763,905,692,165,0,0,0,0,0,0,1,0,0,0,0,-1,1.0345994398014826e-7,test
397,971,227,21,226,232,755,842,625,187,0,1,0,0,0,0,0,0,0,0,0,564,280,91,125,258,131,905,912,531,352,1,0,0,0,0,0,0,1,0,0,0,-1,2.5817436853305202e-5,test
347,103,106,224,261,120,865,881,547,68,1,0,0,0,0,0,0,0,0,0,0,597,894,121,282,276,108,783,912,680,137,0,0,0,0,0,1,0,0,0,0,0,-1,1.8853281129184657e-6,test
548,291,167,204,305,240,940,889,456,260,0,1,0,0,0,0,0,0,0,0,0,544,266,212,156,281,298,952,857,405,69,0,1,0,0,0,0,0,0,0,0,0,-1,0.0018645709089245503,train
704,905,257,221,337,619,696,861,712,193,1,0,0,0,0,0,0,0,0,0,0,419,924,272,64,252,113,696,846,688,293,0,1,0,0,0,0,0,0,0,0,1,-1,3.8821851695356694e-8,train
480,336,182,231,236,265,944,905,460,324,1,0,0,0,1,0,0,0,0,0,0,481,352,333,77,258,339,983,865,338,242,1,0,0,0,0,0,0,0,1,0,0,-1,7.270323325794998e-8,test
484,785,197,43,261,270,724,944,771,167,0,1,0,0,0,0,1,0,0,0,0,491,391,136,77,256,455,920,936,531,389,1,0,0,0,1,0,0,0,0,0,0,-1,8.30036107368485e-7,test
642,436,378,116,292,697,936,920,433,209,1,0,0,0,0,0,0,0,1,0,0,615,982,106,125,248,232,822,897,617,228,1,0,0,0,0,0,0,1,0,0,0,-1,6.646033500743575e-10,train
426,508,348,257,102,417,861,975,586,247,0,1,0,0,0,0,0,0,0,0,0,497,760,227,0,223,276,708,956,794,181,0,1,0,0,0,0,1,0,0,0,0,-1,0.008821879867831109,test
634,899,61,21,227,676,822,924,649,381,1,0,0,0,0,0,0,1,0,0,0,627,941,136,64,228,746,787,893,653,52,1,0,0,0,0,0,0,1,0,0,0,-1,6.326444716838894e-11,train
659,330,363,129,267,584,991,834,287,299,1,0,0,0,0,0,1,0,0,0,0,563,89,136,228,288,535,857,869,543,204,1,0,0,0,0,0,0,1,0,0,0,-1,2.1026718140821064e-10,test
488,466,91,43,223,364,885,952,598,348,1,0,0,0,0,0,1,0,0,0,0,564,58,197,343,358,344,830,834,531,224,0,1,0,0,0,0,0,0,0,1,0,-1,4.841385873808786e-7,test
683,433,363,328,412,484,940,924,437,117,0,1,0,0,0,0,0,0,0,0,1,570,211,106,0,223,126,901,893,515,369,1,0,0,0,0,0,0,1,0,0,0,-1,4.193584681758537e-9,test
650,375,197,107,258,450,944,920,476,459,1,0,0,0,0,0,0,0,0,0,0,393,250,76,280,263,250,893,912,547,291,0,1,0,0,0,0,0,0,0,0,0,-1,1.0158911846749355e-4,train
527,128,272,442,454,51,877,775,405,167,0,1,0,0,0,0,0,0,0,0,0,632,627,318,349,352,826,735,999,779,242,1,0,0,0,0,0,0,0,1,0,0,-1,1.991506364486444e-6,test
297,774,333,163,306,101,606,932,865,213,0,1,0,1,0,0,0,0,0,0,0,216,361,227,289,228,135,956,909,444,89,0,0,1,0,0,0,0,0,0,0,0,1,0.9899934095523205,train
447,286,500,198,396,91,995,700,98,145,0,1,0,0,0,0,0,0,0,0,1,445,977,106,48,237,149,818,897,621,299,0,1,0,0,0,0,0,0,0,0,0,-1,3.4640379676144356e-4,train
597,50,76,136,235,728,850,901,590,351,1,0,0,0,0,1,0,0,0,0,0,705,977,272,152,276,228,732,810,617,127,0,1,0,0,0,0,0,0,0,0,0,-1,2.5522503922853156e-9,test
552,411,303,43,249,216,952,920,444,330,0,1,0,0,0,0,0,0,0,0,1,666,974,182,0,223,414,779,861,625,575,1,0,0,0,0,0,0,0,0,0,0,-1,1.4123698440511562e-9,test
397,228,182,202,228,248,932,861,437,250,0,1,0,0,0,0,0,0,0,0,0,220,810,409,43,248,70,527,877,881,239,0,0,1,1,0,0,0,0,0,0,0,1,0.7704896038873453,test
611,968,394,236,276,283,645,739,610,248,0,1,0,0,0,0,0,0,0,0,1,587,264,76,354,337,603,901,912,543,231,1,0,0,0,0,0,0,1,0,0,0,-1,3.515947198540091e-9,test
573,316,121,313,310,219,916,916,515,326,0,1,0,0,0,0,1,0,0,0,0,681,97,167,749,287,567,861,846,515,325,1,0,0,0,0,0,1,0,0,0,0,-1,3.643194541609575e-9,test
443,203,136,30,219,99,909,877,488,300,1,0,0,0,0,0,0,0,0,0,0,186,272,378,86,267,101,987,767,224,219,0,0,1,0,0,0,0,0,0,0,0,-1,0.02335469710623932,test
418,350,500,77,305,195,995,771,165,125,0,1,0,0,0,0,0,0,0,0,0,378,350,106,96,263,241,912,928,539,89,0,1,0,0,0,0,0,0,0,0,0,-1,0.5594267813533416,test
685,991,61,48,226,458,838,912,617,294,1,0,0,0,0,0,0,1,0,0,0,503,938,288,310,222,139,688,826,673,64,0,1,0,0,0,0,0,0,0,1,0,-1,2.2288578359710084e-8,train
491,924,76,280,301,365,818,916,645,492,1,0,0,0,1,0,0,0,0,0,0,589,228,197,713,533,434,932,857,429,125,0,1,0,1,0,0,0,0,0,0,0,-1,1.713833568156861e-5,test
619,186,136,0,223,242,901,873,492,43,1,0,0,0,0,0,1,0,0,0,0,595,94,45,0,223,463,861,912,586,85,1,0,0,0,0,0,0,0,0,0,0,-1,2.907358308336737e-11,train
497,300,76,0,223,212,901,920,543,331,0,1,0,0,0,0,1,0,0,0,0,636,619,136,516,203,857,822,979,692,236,1,0,0,0,0,0,0,1,0,0,0,-1,5.9361026691057904e-8,train
661,780,76,136,240,395,810,944,680,178,0,1,0,0,0,0,1,0,0,0,0,744,544,167,259,311,503,853,979,649,217,0,1,0,0,0,0,0,0,0,1,0,-1,4.160254709541289e-8,test
474,758,272,43,258,265,665,952,830,162,0,1,0,0,0,0,1,0,0,0,0,565,219,288,679,470,456,948,798,334,128,0,1,0,1,0,0,0,0,0,0,0,-1,3.061454034458343e-4,test
647,738,136,21,228,117,775,960,735,323,0,0,0,0,0,0,1,0,0,0,0,646,219,91,215,339,576,897,901,531,111,1,0,0,0,0,0,0,1,0,0,0,-1,1.1133101162428501e-10,test
559,669,30,236,257,597,842,948,645,745,1,0,0,0,1,0,0,0,0,0,0,568,155,76,231,262,725,877,901,555,792,1,0,0,0,1,0,0,0,0,0,0,-1,2.8669446390395246e-9,test
397,167,136,319,293,128,897,869,496,359,1,0,0,0,1,0,0,0,0,0,0,551,94,182,61,232,542,857,842,511,697,1,0,0,0,0,0,0,1,0,0,0,-1,1.331160206967533e-8,test
720,391,45,48,236,654,881,936,590,82,1,0,0,0,0,0,0,1,0,0,0,798,172,136,640,443,342,897,869,492,176,1,0,0,0,0,0,0,0,0,0,0,-1,5.4892868622631825e-12,train
505,400,136,21,223,592,916,940,539,834,1,0,0,0,0,0,0,0,0,0,0,694,33,151,300,280,275,826,865,574,155,0,1,0,0,0,0,0,0,0,0,0,-1,5.2187265101526475e-6,train
495,136,197,107,271,478,885,830,460,386,1,0,0,0,1,0,0,0,0,0,0,591,205,151,0,223,173,916,865,468,217,0,1,0,0,0,0,0,0,0,1,0,-1,2.7723453543783243e-7,test
647,716,151,566,416,888,775,968,739,187,1,0,0,0,0,0,0,1,0,0,0,527,330,182,410,279,626,948,901,456,758,1,0,0,0,1,0,0,0,0,0,0,-1,1.2674020818409669e-8,test
543,239,303,152,298,649,960,798,311,257,1,0,0,0,0,0,0,1,0,0,0,362,158,333,125,306,189,901,735,319,247,0,1,0,1,0,0,0,0,0,0,0,-1,1.3097622966866577e-4,test
681,250,136,458,297,277,916,893,492,343,0,1,0,0,0,0,0,0,0,1,0,527,599,363,77,280,368,739,999,755,311,0,1,0,0,0,0,0,0,0,0,0,-1,8.528524306304312e-6,test
365,588,333,144,319,132,771,999,732,228,0,1,0,0,0,0,0,0,0,0,0,434,297,106,211,247,197,916,912,515,121,0,1,0,0,0,0,0,0,0,0,0,1,0.5318088931837687,test
669,155,106,77,196,379,885,889,531,322,1,0,0,0,0,1,0,0,0,0,0,672,155,136,77,201,384,889,869,507,313,1,0,0,0,0,1,0,0,0,0,0,-1,2.270890262883971e-12,train
430,53,257,64,241,40,806,791,503,353,1,0,0,0,0,0,0,0,0,0,0,652,211,394,150,243,196,948,716,212,355,1,0,0,0,0,0,0,1,0,0,0,-1,2.9645312510407577e-9,test
692,913,227,240,336,278,720,869,696,267,0,1,0,0,0,0,0,0,0,0,1,635,272,182,163,298,38,944,877,437,116,0,1,0,0,0,0,0,0,0,1,0,-1,4.539110079816024e-8,test
603,94,76,48,232,422,861,897,570,141,1,0,0,0,0,0,0,1,0,0,0,631,275,136,96,249,641,924,897,492,241,1,0,0,0,0,0,1,0,0,0,0,-1,2.977504831164109e-11,test
593,136,257,137,258,458,885,794,413,221,0,1,0,0,0,0,0,0,0,0,0,394,11,348,77,270,181,720,743,539,355,1,0,0,0,0,0,0,1,0,0,0,-1,6.299591871651387e-6,test
638,716,121,183,267,797,791,964,716,405,1,0,0,0,0,1,0,0,0,0,0,410,913,409,61,262,306,570,775,728,334,0,1,0,1,0,0,0,0,0,0,0,-1,5.316569435434825e-7,test
593,61,76,380,308,198,853,901,586,357,1,0,0,0,0,0,0,1,0,0,0,655,722,409,144,278,290,570,956,901,450,1,0,0,0,0,0,0,1,0,0,0,-1,8.414365110777807e-11,test
766,549,45,289,278,274,857,952,629,338,0,1,0,0,0,0,0,0,0,1,0,662,430,303,86,266,111,940,936,472,350,1,0,0,0,0,1,0,0,0,0,0,-1,1.1256185029253946e-10,train
555,350,167,154,288,228,940,916,484,378,0,1,0,0,0,0,0,0,0,1,0,646,425,61,30,223,59,885,944,590,201,1,0,0,0,0,0,1,0,0,0,0,-1,4.676611684983194e-9,train
359,391,212,61,223,350,944,928,484,299,0,1,0,0,0,0,0,0,0,0,0,433,433,257,48,240,186,932,944,500,299,1,0,0,0,1,0,0,0,0,0,0,-1,0.007802625741973147,test
658,19,91,64,227,455,838,897,602,472,1,0,0,0,0,0,1,0,0,0,0,586,447,182,328,452,894,912,956,551,551,1,0,0,0,0,0,0,1,0,0,0,-1,1.3391725476160982e-10,test
650,916,257,0,223,452,700,857,700,321,0,1,0,0,0,0,0,0,0,0,0,523,766,151,137,296,542,763,952,735,817,1,0,0,0,0,0,0,1,0,0,0,-1,2.0367277502664708e-7,test
546,161,182,490,377,68,897,842,460,185,0,1,0,0,0,0,0,0,0,0,0,595,239,227,136,236,611,944,846,397,365,1,0,0,0,0,0,0,1,0,0,0,-1,8.655461653737268e-7,test
584,749,91,258,235,211,806,952,692,188,0,1,0,0,0,0,0,0,0,1,0,697,255,484,30,244,337,979,684,110,419,1,0,0,0,0,0,0,1,0,0,0,-1,2.919305384583627e-10,train
492,977,288,30,239,350,724,802,614,360,1,0,0,0,0,0,1,0,0,0,0,363,441,333,61,247,77,932,936,472,268,1,0,0,0,0,0,0,0,1,0,0,-1,1.6633582959374858e-7,test
490,161,91,395,337,477,881,897,543,866,1,0,0,0,1,0,0,0,0,0,0,627,993,257,43,234,538,751,810,594,448,0,1,0,0,0,1,0,0,0,0,0,-1,7.724387998751965e-8,test
714,361,61,289,281,753,889,932,570,139,1,0,0,0,0,0,0,1,0,0,0,673,422,333,365,339,379,948,920,429,459,0,1,0,0,0,0,0,0,0,0,1,-1,9.972993333136526e-10,test
669,147,76,375,195,762,877,901,558,290,1,0,0,0,0,1,0,0,0,0,0,672,214,303,395,390,599,944,783,319,467,1,0,0,0,0,0,0,1,0,0,0,-1,3.9513392173015256e-11,train
721,611,500,319,453,447,645,979,798,420,1,0,0,0,0,0,0,1,0,0,0,662,919,197,107,266,383,739,877,684,71,0,1,0,0,0,1,0,0,0,0,0,-1,9.885497695279837e-10,test
190,369,484,183,432,91,987,810,228,24,0,0,1,0,0,0,0,0,0,0,0,660,319,318,86,227,197,987,842,319,181,1,0,0,0,0,0,0,1,0,0,0,-1,5.034649179910666e-4,test
682,386,61,64,223,831,893,936,574,78,1,0,0,0,0,1,0,0,0,0,0,739,266,288,107,201,590,968,826,334,517,0,1,0,0,0,0,0,0,0,0,1,-1,1.6028379897707582e-11,test
337,308,394,375,139,88,999,791,224,184,0,1,0,0,0,0,0,0,0,0,0,266,949,363,198,403,170,649,779,657,155,0,0,1,1,0,0,0,0,0,0,0,1,0.9014595452433931,train
371,327,121,245,178,156,920,916,511,42,1,0,0,0,0,0,0,1,0,0,0,574,253,182,494,497,175,936,869,437,124,1,0,0,0,0,0,0,1,0,0,0,-1,4.912283028061426e-7,train
522,389,182,68,243,93,932,928,503,361,1,0,0,0,0,1,0,0,0,0,0,655,178,257,429,381,232,916,794,374,464,0,1,0,0,0,0,0,0,0,0,1,-1,4.4759595900762466e-9,test
550,344,167,215,275,687,940,912,484,780,1,0,0,0,1,0,0,0,0,0,0,602,31,227,352,465,291,798,814,547,356,0,1,0,0,0,0,0,0,0,0,0,-1,2.4657881199971432e-6,test
502,880,363,89,294,711,594,830,775,654,1,0,0,0,0,0,0,1,0,0,0,718,80,212,273,358,262,842,818,500,336,1,0,0,0,0,0,0,0,0,0,0,-1,1.2045323594040477e-9,test
487,264,272,0,223,135,968,826,338,218,0,1,0,0,0,0,0,0,0,0,1,753,602,257,198,294,529,791,999,728,114,1,0,0,0,0,0,0,0,0,0,0,-1,4.98397102469286e-9,test
310,352,424,319,524,124,995,818,244,111,0,0,1,0,0,0,0,0,0,0,0,387,31,76,299,492,296,846,905,598,64,0,1,0,0,0,0,0,0,0,0,0,1,0.9661035163358799,test
450,3,242,30,236,137,763,814,582,80,0,1,0,0,0,0,0,0,0,0,0,643,139,121,259,305,706,881,877,527,50,1,0,0,0,0,0,0,1,0,0,0,-1,7.600649460039718e-7,test
635,330,167,298,199,561,940,905,472,642,1,0,0,0,0,0,0,0,1,0,0,476,952,242,77,262,540,728,838,653,761,1,0,0,0,0,0,0,1,0,0,0,-1,5.12896954761231e-9,train
627,39,121,107,239,211,838,881,582,176,0,0,0,0,0,0,0,0,0,0,0,330,258,121,193,223,156,916,897,500,671,1,0,0,0,0,0,0,0,0,0,0,-1,4.555780441133911e-6,test
662,250,45,867,629,419,881,920,574,302,0,1,0,0,0,0,0,0,0,1,0,582,849,197,563,385,821,716,912,743,794,1,0,0,0,0,0,0,1,0,0,0,-1,3.3496018908110233e-08,train
662,239,333,137,256,154,964,779,279,225,1,0,0,0,0,0,0,1,0,0,0,535,375,91,61,227,673,905,932,555,873,1,0,0,0,0,0,0,1,0,0,0,-1,1.9056402655607857e-10,test
575,167,121,89,252,270,893,877,515,193,1,0,0,0,0,0,0,1,0,0,0,645,630,121,289,368,303,818,975,696,140,0,1,0,0,0,0,0,0,0,1,0,-1,7.247852818383237e-8,train
541,638,167,152,257,735,798,983,724,552,1,0,0,0,0,0,0,1,0,0,0,797,788,424,193,355,497,515,893,905,175,1,0,0,0,0,0,0,0,0,0,0,-1,1.0887771535267255e-10,test
256,14,288,228,256,200,755,783,555,80,0,0,1,1,0,0,0,0,0,0,0,305,852,409,107,294,40,539,838,830,119,0,0,1,1,0,0,0,0,0,0,0,1,0.5498609915215859,test
443,957,121,228,307,217,802,893,637,281,0,1,0,0,0,0,0,0,0,0,0,234,108,242,224,356,160,861,794,444,52,0,0,1,0,0,0,0,0,0,0,0,1,0.751462955687141,test
581,799,76,307,271,594,806,940,680,201,1,0,0,0,0,0,1,0,0,0,0,583,167,106,21,232,179,885,889,531,364,1,0,0,0,0,0,1,0,0,0,0,-1,6.91421881488246e-11,test
544,963,182,0,223,242,771,865,637,184,1,0,0,0,0,0,0,1,0,0,0,667,638,212,442,364,848,779,991,747,332,1,0,0,0,0,0,0,0,1,0,0,-1,3.677447661645009e-10,test
387,622,378,89,197,51,700,999,794,75,0,1,0,0,0,0,0,0,0,0,0,476,891,227,89,263,272,712,881,720,278,1,0,0,0,1,0,0,0,0,0,0,-1,6.15099670405963e-5,test
614,663,469,429,219,543,582,971,881,159,0,1,0,0,0,0,0,0,0,0,1,581,694,257,215,356,405,712,983,806,262,0,1,0,0,0,0,0,0,0,0,1,-1,1.7477554295711113e-7,test
399,461,394,116,318,258,909,936,476,179,0,1,0,0,0,0,0,0,0,0,0,356,322,288,262,319,119,979,861,358,179,0,1,0,0,0,0,0,0,0,0,0,1,0.8968807105935457,test
622,119,257,343,221,298,869,787,425,214,0,1,0,0,0,0,0,0,0,1,0,683,738,318,64,244,305,633,960,857,452,1,0,0,0,0,0,0,1,0,0,0,-1,3.9719950689596734e-10,test
633,294,136,130,247,298,924,901,492,356,0,1,0,0,0,0,0,0,0,1,0,686,741,303,152,262,587,645,956,850,212,0,1,0,0,0,0,0,0,0,0,0,-1,1.6215212941195678e-7,test
498,519,288,89,276,206,861,983,617,300,0,1,0,0,0,0,0,0,0,0,0,512,255,409,144,324,30,979,739,197,28,1,0,0,0,0,1,0,0,0,0,0,-1,2.108329812447979e-5,test
506,305,182,183,289,334,948,889,441,375,1,0,0,0,0,0,0,1,0,0,0,568,405,151,136,226,574,920,940,531,109,1,0,0,0,0,0,0,1,0,0,0,-1,2.0864209412507627e-8,test
601,130,348,211,345,704,869,724,338,332,1,0,0,0,0,0,0,1,0,0,0,575,258,272,645,496,432,968,822,334,113,0,1,0,1,0,0,0,0,0,0,0,-1,4.897478090290407e-6,test
571,524,136,453,328,269,869,971,629,309,0,1,0,0,0,0,0,0,0,1,0,631,860,182,43,236,520,732,909,728,166,1,0,0,0,0,0,1,0,0,0,0,-1,2.530642812822184e-9,test
459,186,151,0,223,271,909,861,472,382,1,0,0,0,0,0,1,0,0,0,0,97,683,303,173,218,87,688,987,826,135,0,0,1,0,0,0,0,0,0,0,0,-1,0.010230342653039801,test
644,666,136,107,258,798,798,975,720,406,1,0,0,0,0,1,0,0,0,0,0,563,597,257,150,429,384,791,999,728,168,0,1,0,0,0,0,0,0,0,0,0,-1,6.95102863409382e-7,train
484,821,257,355,347,23,669,916,794,255,0,1,0,1,0,0,0,0,0,0,0,526,133,197,468,379,106,881,830,468,322,1,0,0,0,0,0,0,1,0,0,0,-1,1.9379561841599973e-5,train
541,42,167,144,285,116,830,857,562,277,1,0,0,0,0,0,0,1,0,0,0,455,719,500,89,301,315,484,928,940,117,0,1,0,0,0,0,0,0,0,0,0,-1,1.8180839055775358e-6,train
542,361,106,192,259,649,916,928,535,405,1,0,0,0,0,0,1,0,0,0,0,653,89,61,269,356,595,861,905,578,113,1,0,0,0,0,0,0,1,0,0,0,-1,7.413515100063532e-10,test
637,25,257,518,561,102,783,802,547,248,1,0,0,0,0,0,0,0,1,0,0,414,891,348,68,274,294,610,826,755,326,0,1,0,1,0,0,0,0,0,0,0,-1,8.940607108196579e-7,test
438,228,121,0,223,223,912,885,496,355,1,0,0,0,0,0,1,0,0,0,0,677,402,272,21,212,614,952,920,452,304,1,0,0,0,0,0,1,0,0,0,0,-1,1.0852629573850158e-10,test
491,264,288,192,157,47,971,818,319,254,1,0,0,0,0,0,0,0,1,0,0,673,899,121,137,247,180,787,909,673,122,0,0,0,0,0,0,0,0,0,1,0,-1,1.0727590257816621e-8,train
582,380,136,221,310,568,920,932,527,344,1,0,0,0,0,0,0,1,0,0,0,509,289,212,279,308,212,956,869,413,401,0,1,0,0,0,0,0,0,0,0,0,-1,8.994761094028078e-6,test
592,83,76,122,237,209,857,897,574,384,1,0,0,0,0,0,0,1,0,0,0,582,64,61,86,225,143,857,909,594,127,0,1,0,0,0,0,1,0,0,0,0,-1,1.5741626716454897e-8,test
538,874,106,240,230,279,791,920,676,144,0,1,0,0,0,0,1,0,0,0,0,622,322,151,30,231,239,936,905,480,440,0,1,0,0,0,0,1,0,0,0,0,-1,6.069396972339344e-7,test
690,164,151,172,258,158,897,861,488,318,1,0,0,0,0,0,1,0,0,0,0,552,330,378,91,263,517,995,826,271,387,1,0,0,0,0,0,0,1,0,0,0,-1,1.9036121140818846e-11,train
572,394,288,184,350,198,960,912,425,255,0,1,0,0,0,0,0,0,0,1,0,545,930,303,122,298,198,676,826,688,238,0,1,0,0,0,0,0,0,0,0,1,-1,3.0593611215844633e-7,test
720,541,227,628,333,96,850,987,649,386,0,1,0,0,0,0,0,0,0,0,0,589,694,121,583,443,840,798,968,712,508,1,0,0,0,0,0,0,0,0,0,0,-1,9.58017285762228e-7,train
253,208,318,21,237,111,944,767,295,151,0,0,1,1,0,0,0,0,0,0,0,691,791,197,173,288,227,724,944,767,350,0,1,0,0,0,0,0,0,0,0,1,-1,1.27412044915271e-4,test
666,14,333,221,279,255,728,751,539,257,0,1,0,0,0,0,0,0,0,0,0,477,103,136,137,243,250,865,865,531,254,1,0,0,0,1,0,0,0,0,0,0,-1,2.856503273331319e-7,train
658,72,106,215,223,526,853,885,566,628,1,0,0,0,0,0,1,0,0,0,0,527,982,242,0,223,217,751,826,610,194,1,0,0,0,0,0,0,1,0,0,0,-1,4.21970852411326e-11,test
395,674,91,0,223,259,814,964,692,47,0,1,0,0,0,0,0,0,0,0,0,363,144,136,343,253,166,885,869,511,561,1,0,0,0,0,0,0,0,0,0,0,-1,0.004719792796040114,train
474,513,197,193,254,276,873,979,621,163,1,0,0,0,0,0,0,0,1,0,0,569,702,197,394,350,797,743,975,775,592,1,0,0,0,0,0,0,1,0,0,0,-1,5.819074874699279e-8,test
674,155,409,136,225,244,889,680,252,333,0,1,0,0,0,0,0,0,0,0,1,523,624,76,167,240,797,838,964,665,845,1,0,0,0,0,0,0,0,0,0,0,-1,3.1748556836757203e-9,test
423,61,227,279,316,59,822,814,515,62,0,1,0,1,0,0,0,0,0,0,0,380,350,257,61,254,446,968,889,405,333,0,1,0,0,0,0,0,0,0,0,0,-1,0.14401589769110834,test
730,264,121,305,276,202,920,897,496,338,0,1,0,0,0,0,0,0,0,1,0,754,783,272,21,223,298,657,936,826,490,0,0,0,0,0,0,0,0,0,1,0,-1,1.0953346374867216e-10,train
518,783,424,173,292,376,523,901,901,101,0,1,0,0,0,0,0,0,0,0,0,712,955,303,242,297,624,688,802,649,166,0,1,0,0,0,0,0,0,0,0,0,-1,4.390691058027126e-6,test
689,641,45,299,293,425,842,952,653,138,0,1,0,0,0,0,0,0,0,1,0,615,968,167,43,254,306,783,869,629,446,1,0,0,0,0,1,0,0,0,0,0,-1,2.049646962085942e-10,train
667,31,151,303,288,869,826,869,578,163,1,0,0,0,0,0,0,1,0,0,0,602,874,121,286,249,68,779,916,688,79,0,0,0,0,0,0,1,0,0,0,0,-1,9.165820520100778e-10,test
533,194,227,156,290,480,924,822,397,658,1,0,0,0,1,0,0,0,0,0,0,530,61,167,68,225,126,838,850,543,98,0,1,0,0,0,0,0,0,0,0,0,-1,1.8713248877276184e-6,test
683,44,212,61,231,468,814,822,539,462,0,1,0,0,0,0,0,0,0,0,0,479,907,288,86,250,241,669,846,720,335,0,1,0,0,0,0,0,0,0,0,1,-1,1.4709588463209564e-6,test
437,516,106,89,221,166,873,968,621,244,1,0,0,0,1,0,0,0,0,0,0,779,630,121,21,226,581,822,975,688,517,0,1,0,0,0,0,0,0,0,0,0,-1,1.5594230253577207e-8,test
543,766,212,21,228,159,712,952,787,59,0,1,0,0,0,0,1,0,0,0,0,451,716,378,43,245,211,606,964,885,223,0,1,0,0,0,0,0,0,0,0,0,-1,4.128017364103264e-5,train
562,350,257,242,346,325,968,889,401,262,0,1,0,0,0,0,0,0,0,0,0,698,680,61,328,252,63,834,956,665,103,0,1,0,0,0,0,0,0,0,1,0,-1,6.989297911331653e-5,test
565,869,182,86,243,333,739,909,720,216,0,1,0,0,0,0,0,0,0,0,1,716,394,76,89,253,797,897,940,566,113,1,0,0,0,0,0,0,0,0,0,0,-1,8.869713155403235e-10,test
549,6,348,173,310,246,712,739,547,150,1,0,0,0,0,0,0,0,1,0,0,253,78,424,68,281,23,775,665,366,28,0,1,0,1,0,0,0,0,0,0,0,-1,6.694834219972024e-5,test
