x.box,y.box,width,high,onpix,x.bar,y.bar,x2bar,y2bar,xybar,x2ybr,xy2br,x.ege,xegvy,y.ege,yegvx,class,prob,sample
1,0,1,1,0,12,3,6,3,13,5,11,0,7,0,8,N,0,train
2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8,N,0,train
2,4,3,3,1,4,8,5,6,11,9,9,3,9,1,7,P,0.97,test
5,11,6,8,4,6,7,7,7,11,7,11,2,10,4,9,N,0,test
2,3,3,2,2,8,7,3,8,6,6,6,2,8,6,8,N,0,test
4,5,5,4,2,4,12,3,6,12,10,4,1,11,2,5,N,0,test
4,6,6,4,4,6,6,7,6,6,6,9,2,8,5,10,N,0.006,test
1,4,2,3,1,7,8,0,6,13,6,8,0,8,0,8,N,0,test
3,7,5,5,5,7,7,3,4,8,8,8,6,9,4,5,N,0.002,train
3,7,5,5,3,4,3,8,6,1,3,3,1,6,0,6,N,0.164,test
5,8,7,6,6,6,7,6,6,6,5,7,3,8,5,8,N,0,test
6,9,8,7,7,7,7,7,5,6,5,7,3,7,7,10,N,0,train
9,10,8,5,3,6,10,4,5,4,5,11,6,11,2,7,N,0.024,test
7,10,9,8,6,6,9,3,9,12,8,6,3,10,7,6,N,0.002,test
4,5,4,3,3,7,7,5,6,7,5,6,5,7,4,7,N,0.002,test
4,6,6,4,4,10,6,1,7,11,4,8,3,8,4,11,N,0,test
3,10,5,8,8,9,8,4,5,7,6,6,4,7,8,5,N,0,test
3,3,4,2,1,4,12,3,3,10,11,7,2,11,1,8,N,0,test
3,2,4,3,3,7,8,5,4,7,6,6,5,9,2,6,N,0,test
3,5,4,3,3,7,7,7,5,9,6,8,2,8,3,8,N,0,train
3,8,5,6,4,8,7,7,6,6,5,3,3,8,3,6,N,0.04,test
2,3,3,2,2,7,7,5,7,7,6,9,2,8,5,10,N,0,test
4,8,6,6,8,9,8,4,5,7,6,6,4,6,7,5,N,0,train
3,2,4,3,2,4,4,5,7,2,2,5,1,6,1,6,N,0,test
4,10,6,8,4,4,9,5,6,5,7,14,4,8,5,7,N,0.498,test
3,3,4,4,3,6,6,8,7,6,6,7,2,8,9,10,N,0,test
5,10,6,8,6,6,5,7,6,7,5,11,3,10,4,9,N,0.002,test
1,0,2,0,0,8,8,3,0,6,8,8,5,9,0,8,N,0.062,train
3,5,5,3,2,8,7,3,9,6,6,9,3,7,7,9,N,0.004,test
6,10,9,8,11,9,7,4,5,6,7,7,9,7,6,6,P,0.2,test
2,6,2,4,1,15,3,3,5,12,1,8,0,8,0,8,N,0,train
4,6,6,4,4,9,8,4,6,9,3,7,3,6,4,11,N,0,test
3,6,4,4,2,6,8,8,8,9,8,13,2,10,4,9,N,0,train
3,4,4,6,2,3,7,7,2,7,5,11,3,8,3,10,N,0,train
3,4,4,2,2,5,7,4,7,7,6,11,3,8,4,9,N,0,train
2,5,5,3,2,9,5,4,5,14,6,12,1,6,0,7,N,0,test
1,3,2,2,1,7,7,1,6,13,6,8,0,8,0,8,N,0,test
2,1,2,1,1,7,7,11,1,5,6,8,4,8,0,8,N,0,test
5,6,8,4,5,9,6,3,5,9,5,7,8,6,2,8,N,0,test
5,10,8,7,6,9,8,2,6,12,4,5,4,8,4,9,N,0,test
7,10,10,8,9,11,6,2,5,9,4,6,10,7,2,8,N,0.002,test
3,3,4,5,3,8,8,6,2,5,7,9,3,8,5,9,N,0,train
3,6,4,4,4,8,7,3,4,7,6,7,3,8,5,8,N,0,train
5,9,7,6,4,9,7,3,5,10,4,6,5,9,1,7,N,0,test
2,4,2,2,2,7,8,5,4,7,6,7,4,8,1,6,N,0.004,test
4,9,4,4,3,7,7,4,3,9,8,10,3,9,8,10,N,0,test
3,5,4,4,2,4,10,2,7,11,10,6,1,11,3,5,N,0,test
1,1,2,2,1,7,7,4,8,6,6,8,1,8,6,8,N,0,test
2,0,2,1,0,2,1,6,5,0,2,4,0,8,0,8,N,0,train
3,7,5,5,6,7,6,5,4,6,6,8,6,8,8,10,N,0,train
4,8,5,6,3,8,7,4,4,7,6,8,3,8,4,8,N,0,train
6,8,7,9,7,8,7,4,6,6,6,7,4,9,10,9,N,0.004,test
3,7,3,5,2,3,7,6,9,7,6,14,0,8,7,8,N,0,test
7,13,6,7,3,9,6,5,6,11,4,8,5,7,5,8,N,0,test
3,5,4,6,5,8,10,6,4,7,7,6,4,10,6,3,N,0.042,test
5,9,7,7,6,7,9,5,6,10,6,6,3,8,7,8,N,0,train
3,8,4,6,2,4,3,6,7,1,1,5,1,6,1,6,N,0,test
2,4,4,3,2,6,8,2,8,11,7,9,2,8,4,8,N,0,test
6,10,8,8,4,4,8,5,2,7,9,8,9,9,0,8,N,0,train
1,0,2,0,0,7,14,2,3,7,10,8,0,8,0,8,N,0,train
3,7,4,5,3,3,7,5,8,7,6,13,0,8,7,9,N,0,test
3,7,4,5,3,6,6,5,4,6,6,9,2,8,3,8,N,0,test
2,4,3,2,1,5,9,4,7,11,9,11,1,9,2,7,N,0,train
2,6,4,4,2,7,11,3,3,7,11,8,2,10,1,8,N,0,test
3,7,5,5,3,6,11,1,7,8,11,9,1,11,1,8,N,0,test
1,0,1,1,1,7,7,10,0,6,6,8,4,8,0,8,N,0.02,test
1,1,2,2,1,11,6,2,5,11,4,8,0,7,1,7,N,0,test
8,13,8,7,5,9,6,3,6,10,1,7,6,5,4,8,N,0,train
4,9,6,7,4,7,8,8,6,6,6,9,4,7,4,8,N,0.004,test
3,6,4,4,2,8,6,7,7,6,6,9,1,7,6,11,N,0,test
3,7,4,5,2,5,8,7,7,8,8,14,1,9,4,10,N,0,test
4,6,6,4,4,9,7,3,5,11,4,5,2,9,4,9,N,0,test
6,8,8,9,7,7,8,4,7,6,8,7,4,8,11,9,N,0.014,train
3,7,4,5,4,6,6,8,6,6,7,7,2,9,7,9,N,0,train
3,4,4,3,2,5,11,2,7,11,9,5,1,11,2,5,N,0,train
4,9,5,6,2,1,14,5,3,12,9,4,0,8,3,6,N,0,train
1,3,2,2,1,5,10,4,4,10,8,5,1,9,3,7,N,0,test
4,9,6,7,3,5,8,5,1,7,8,8,8,9,0,8,N,0,test
6,9,4,13,4,7,9,3,3,13,4,5,3,8,6,9,N,0,test
1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,N,0,train
5,8,5,6,2,3,11,3,4,10,12,7,2,10,1,8,N,0,test
2,2,4,4,2,10,6,2,6,12,4,8,1,6,1,7,N,0,train
6,10,6,8,4,4,8,5,7,10,9,9,3,9,2,6,P,0.99,test
2,3,3,5,3,8,8,6,1,5,7,10,3,9,5,10,N,0,test
3,6,4,4,2,8,7,11,1,7,9,8,7,5,0,8,N,0,test
5,9,7,7,6,8,5,8,4,6,7,9,4,6,7,9,N,0.004,train
4,11,4,8,4,2,8,5,9,7,6,14,0,8,6,8,N,0,train
5,10,5,8,5,8,7,13,1,7,7,8,3,8,0,8,N,0,train
6,8,8,10,7,11,5,4,5,8,2,6,2,7,7,8,N,0,train
1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,N,0.002,test
2,1,3,3,2,6,7,5,6,7,6,8,3,8,3,8,N,0,train
5,7,7,5,4,10,8,3,5,10,2,4,5,9,1,7,N,0,train
1,0,2,0,0,7,8,3,0,7,8,8,5,9,0,8,N,0.002,train
3,7,5,5,2,7,12,3,4,6,11,9,2,10,1,8,N,0,test
2,3,3,3,2,9,10,5,2,5,7,10,3,9,5,10,N,0.006,test
9,12,8,6,4,6,6,6,4,9,11,10,7,11,5,9,N,0.032,train
7,12,7,6,5,9,6,4,7,11,5,8,4,8,9,10,N,0,test
8,11,11,8,5,9,7,3,6,10,3,5,6,8,2,7,N,0.004,train
1,4,1,3,1,7,7,1,7,7,6,8,0,8,2,8,N,0,test
7,11,9,8,5,6,10,6,8,7,10,9,3,9,1,8,P,0.796,test
4,7,7,5,3,7,8,1,8,10,8,8,3,8,3,7,N,0.002,test
5,11,6,8,3,7,7,15,2,4,6,8,6,8,0,8,N,0,test
6,8,8,7,9,7,9,6,2,7,7,8,7,11,7,7,N,0.002,test
6,11,9,8,5,10,7,1,8,10,2,7,3,8,4,9,N,0,train
3,5,5,8,2,7,8,4,3,7,14,8,3,9,0,8,N,0,test
5,8,7,7,7,7,8,3,3,7,5,7,6,8,6,6,N,0,train
2,3,3,2,2,8,7,7,4,9,6,9,2,8,3,8,N,0,train
3,7,4,5,4,8,5,7,3,6,7,8,3,7,6,9,N,0,test
5,7,5,5,3,3,11,2,3,9,11,8,3,12,1,7,N,0.002,test
3,8,5,6,4,4,11,2,6,11,9,6,1,10,3,6,N,0,test
3,10,5,7,1,8,14,0,6,6,11,8,0,8,0,8,N,0,test
1,3,2,2,1,7,4,1,7,7,2,10,0,7,2,8,N,0,train
4,9,5,7,4,5,7,6,5,9,8,10,2,8,4,9,N,0,train
4,7,5,5,2,7,7,3,6,15,6,10,1,6,1,7,N,0,test
5,9,4,4,2,7,8,4,7,9,6,9,1,9,7,9,N,0,test
5,8,7,6,7,8,7,6,7,7,6,7,3,8,4,7,N,0,test
4,2,6,4,4,7,11,2,2,6,9,8,7,11,1,8,N,0.004,test
3,5,4,7,2,7,7,4,14,10,6,8,0,8,8,8,N,0,test
1,4,2,2,1,7,8,5,8,6,6,9,1,8,7,7,N,0,test
3,6,4,4,2,4,12,8,2,10,6,4,1,10,4,8,N,0,test
6,6,5,9,4,7,8,5,3,11,7,7,2,9,9,7,N,0,test
5,8,7,6,5,8,9,5,4,11,4,4,2,10,3,8,N,0,test
6,10,8,8,6,8,8,5,7,8,3,9,4,5,5,12,N,0,test
5,10,7,8,6,8,8,4,1,7,9,8,8,11,0,8,N,0,train
1,0,1,0,0,6,7,6,5,7,6,6,2,8,2,8,N,0,test
6,6,8,8,8,6,11,2,3,8,9,6,5,10,5,6,N,0,test
4,10,5,8,2,7,5,14,5,7,15,8,3,9,0,8,P,1,test
2,5,3,3,1,4,4,4,7,2,2,6,1,7,1,6,N,0,test
3,7,4,5,4,7,7,5,6,7,6,8,3,8,3,8,N,0,train
1,0,1,1,0,1,1,5,5,0,1,6,0,8,0,8,N,0,test
6,8,5,6,3,3,12,3,3,10,11,8,2,11,1,8,N,0,test
7,9,7,7,3,3,11,5,5,12,12,7,3,10,1,8,N,0.168,test
2,3,3,2,1,5,12,2,7,11,9,4,1,10,2,5,N,0,test
3,8,4,6,3,8,6,12,4,7,11,8,3,9,0,8,P,0.918,test
2,1,3,2,2,7,7,5,4,7,6,9,3,6,4,9,N,0,test
3,8,4,6,4,6,7,9,6,7,7,5,3,8,3,8,N,0,test
6,10,6,6,4,8,6,5,5,6,7,7,5,8,3,7,P,0.568,test
3,7,4,5,3,8,8,5,7,5,5,5,0,7,8,8,N,0,train
6,10,8,8,8,8,5,6,5,8,7,8,6,9,7,3,N,0.136,test
3,8,6,6,1,7,8,4,3,7,14,8,3,9,0,8,N,0,test
4,7,6,5,4,8,4,7,4,6,6,11,3,8,5,9,N,0,train
6,14,6,8,4,10,3,4,3,12,6,10,4,9,6,9,N,0,train
6,8,8,9,7,9,8,5,6,7,5,8,4,8,9,7,N,0,test
4,7,5,5,4,7,7,8,6,7,6,6,3,8,4,8,N,0,test
5,9,7,7,4,4,11,1,5,13,7,5,1,10,1,7,N,0.002,test
4,8,4,6,5,6,8,8,6,7,5,7,2,8,7,9,N,0,test
5,10,6,8,4,7,8,1,7,7,6,8,0,8,4,8,N,0,test
3,7,5,5,3,5,9,6,4,7,7,9,5,9,1,7,N,0,train
5,9,5,4,3,7,6,4,5,6,7,8,5,6,3,7,P,0.548,test
4,6,6,8,6,8,12,4,2,8,7,6,3,11,7,5,N,0,test
3,6,4,4,1,6,7,7,10,8,6,13,1,9,4,9,N,0,train
4,5,5,4,2,5,8,5,8,9,7,8,3,9,3,5,P,0.646,test
8,12,7,6,6,6,7,3,5,7,5,9,6,9,6,6,N,0.002,train
4,6,6,4,6,9,6,4,3,9,6,9,4,8,10,10,N,0,train
7,15,6,8,5,11,5,4,6,11,4,7,3,9,7,13,N,0,test
5,8,7,6,5,7,12,2,1,7,10,8,5,11,6,8,N,0,test
6,6,5,9,3,7,11,1,3,9,10,5,4,10,6,8,N,0,test
2,3,3,1,2,10,11,3,2,5,9,7,5,10,0,8,N,0.046,test
8,11,9,8,6,7,9,2,9,10,9,5,2,9,5,5,N,0,test
4,6,5,6,5,7,8,2,5,8,6,8,3,6,7,7,N,0.002,test
7,11,9,8,11,8,6,5,3,8,6,8,5,7,11,8,N,0.006,train
5,10,6,8,7,8,9,3,7,8,6,8,2,10,13,7,N,0,test
3,2,4,4,3,7,7,5,5,6,6,5,2,8,6,10,N,0,train
5,7,5,5,3,6,7,6,8,12,8,12,2,10,4,7,N,0.002,test
4,11,5,8,5,5,7,10,7,6,5,6,3,8,3,8,N,0.002,test
3,8,5,6,2,7,5,7,8,6,5,10,1,8,6,11,N,0,test
4,7,5,8,6,7,9,5,4,8,6,7,4,9,8,7,N,0,train
7,10,9,7,6,4,8,5,1,7,9,8,8,10,0,8,N,0.006,test
3,5,6,4,3,6,7,1,7,10,7,10,3,8,3,8,N,0,test
6,10,6,6,4,5,8,3,4,10,9,9,6,10,5,8,N,0,test
4,9,6,7,3,6,7,3,5,15,6,10,1,6,1,7,N,0,test
10,10,10,8,7,2,11,2,3,10,10,8,7,11,2,7,N,0,test
3,3,4,4,2,5,10,8,4,7,4,8,2,7,6,11,N,0,test
4,10,6,8,4,6,12,3,7,7,12,8,2,12,1,7,N,0,test
4,10,6,8,3,3,4,3,10,2,0,7,0,7,1,5,N,0,test
5,10,8,8,7,8,6,7,7,7,7,5,3,8,4,6,N,0.096,test
3,3,5,2,2,9,7,2,8,11,4,7,2,7,3,8,N,0,test
2,3,3,3,2,8,9,5,2,5,8,10,2,9,5,9,N,0,test
3,5,5,7,4,11,6,3,1,8,6,9,3,8,8,12,N,0,test
0,0,1,0,0,3,11,4,2,11,8,6,0,8,2,8,N,0,test
6,11,8,8,6,9,7,6,7,7,6,8,6,8,4,7,N,0,train
3,6,4,4,2,6,8,2,5,14,7,9,1,6,0,7,N,0,test
6,9,6,7,3,3,8,5,7,12,10,12,2,9,2,7,N,0.028,test
7,15,6,8,5,7,7,4,5,10,6,9,3,9,8,10,N,0.002,test
5,8,7,7,7,6,7,3,8,7,6,9,4,6,9,4,N,0.024,train
5,8,8,7,8,8,7,3,3,7,5,8,7,9,6,5,N,0,test
5,5,6,7,6,10,11,6,0,4,7,11,6,14,4,9,N,0.018,train
4,10,4,7,2,8,7,6,9,5,6,7,0,8,9,8,N,0,test
5,5,6,4,3,4,8,5,8,10,9,9,3,9,2,5,P,1,test
4,2,5,4,4,9,6,6,4,6,7,6,8,6,2,6,N,0.008,train
2,7,4,5,2,8,11,2,2,5,10,8,2,11,0,9,N,0,test
1,5,3,4,1,9,6,2,6,14,5,10,0,7,0,7,N,0,train
4,7,6,5,4,10,7,4,6,10,3,6,3,7,4,10,N,0,test
6,10,7,8,4,8,7,13,2,6,9,8,9,6,0,8,N,0,train
4,9,4,6,3,6,7,7,6,10,8,10,2,9,4,9,N,0,test
2,7,4,5,2,7,11,2,3,6,11,9,2,10,1,8,N,0,train
3,9,5,7,5,8,7,6,6,7,6,4,3,8,3,7,N,0,test
1,3,3,2,1,8,7,1,9,11,6,8,1,8,5,7,N,0,test
4,5,6,8,3,6,6,9,8,6,5,6,3,8,4,8,N,0,test
3,6,4,4,3,7,7,4,5,7,6,6,3,7,4,9,N,0,test
7,12,5,7,3,8,7,6,5,9,4,7,5,9,5,8,N,0,test
4,9,6,7,4,7,8,6,5,7,6,6,6,9,2,5,N,0,train
4,11,6,8,2,7,8,4,3,7,14,8,3,9,0,8,N,0,test
6,6,5,8,4,9,8,4,4,5,11,5,4,11,5,6,N,0.006,test
6,9,8,8,7,6,4,5,6,6,5,8,6,1,8,6,N,0.028,test
4,7,6,5,5,10,6,1,7,11,4,8,3,8,5,11,N,0,test
3,5,5,4,5,7,6,4,3,7,6,9,5,10,7,12,N,0,train
3,7,5,5,4,4,10,5,5,11,10,6,2,10,3,6,N,0.004,train
4,7,6,5,3,5,8,5,1,7,8,8,8,9,0,8,N,0,train
3,7,5,5,2,9,5,3,9,11,4,9,2,7,6,9,N,0,train
5,8,6,6,4,7,6,8,5,7,5,7,3,9,3,8,N,0,train
5,10,7,8,3,7,7,3,6,15,6,10,3,8,2,8,N,0.002,test
7,11,9,8,10,8,8,6,7,7,6,6,6,8,4,7,N,0.002,test
3,7,4,5,2,9,6,4,7,15,5,10,0,7,1,7,N,0,train
5,9,7,7,4,10,7,3,6,11,2,6,3,7,4,10,N,0,test
6,7,6,5,4,3,11,2,2,9,9,8,6,11,1,7,N,0,test
1,6,3,4,3,10,6,1,4,8,5,5,3,8,5,6,N,0.004,train
6,8,8,11,12,8,8,4,2,7,8,9,4,12,9,8,N,0.01,train
4,8,6,6,3,4,8,3,7,11,11,11,3,8,4,5,N,0,test
4,5,6,8,5,9,9,3,1,7,6,7,3,10,8,7,N,0,test
4,6,6,4,4,7,8,4,8,7,5,7,3,8,5,8,N,0,train
2,4,4,3,1,8,6,3,6,14,6,10,0,7,0,7,N,0,train
8,12,8,6,6,9,9,4,4,6,9,6,10,9,3,6,N,0.012,test
3,4,3,6,2,7,5,13,5,7,13,8,3,9,0,8,P,1,train
4,9,4,4,3,7,8,4,3,9,8,10,3,9,8,11,N,0,test
5,8,6,6,3,4,10,2,8,11,11,6,1,11,3,4,N,0,test
2,3,2,5,1,0,1,5,6,0,0,7,0,8,0,8,N,0,train
7,11,8,8,6,6,7,3,6,10,7,8,3,7,5,6,N,0.004,test
4,9,6,6,8,8,9,5,4,8,7,6,7,10,10,5,N,0.008,test
1,0,2,0,0,7,7,6,4,7,6,8,2,8,3,8,N,0,test
3,2,4,3,3,7,7,7,7,7,6,5,2,8,3,7,N,0,test
4,6,5,5,5,7,7,5,6,7,5,9,4,6,6,5,N,0.038,test
1,3,2,2,1,8,6,6,5,7,7,9,2,10,8,7,N,0,train
2,3,4,1,2,7,7,2,7,11,7,9,1,9,4,8,N,0,train
2,9,3,6,1,9,14,0,6,6,11,8,0,8,0,8,N,0,test
3,7,5,4,2,7,4,3,1,6,1,8,3,6,2,7,N,0.032,test
4,4,5,6,2,7,7,8,8,6,5,7,3,8,4,8,N,0,test
4,5,5,8,4,6,9,9,7,8,5,6,2,8,9,10,N,0,train
4,6,6,6,6,8,8,5,5,7,7,8,4,10,8,9,N,0,test
3,5,4,4,1,4,12,3,3,10,11,7,2,10,1,8,N,0,test
2,5,3,4,3,7,7,5,7,7,7,9,2,8,5,10,N,0,test
6,9,9,8,7,7,4,4,4,7,4,9,5,4,7,7,N,0,train
3,7,5,5,2,12,3,4,3,11,2,10,2,6,3,9,N,0,test
3,6,4,4,2,6,9,0,6,13,7,7,0,8,1,7,N,0,test
1,0,1,1,1,6,7,8,6,7,6,6,2,8,3,8,N,0,train
5,7,7,5,8,7,7,4,4,7,7,8,10,9,6,8,P,0.05,test
3,4,5,3,2,9,6,2,7,10,4,7,1,9,5,10,N,0,test
4,6,6,4,3,7,8,2,8,11,7,8,1,9,5,7,N,0,test
3,8,6,6,3,12,2,3,2,10,2,9,2,6,3,8,N,0,train
4,10,7,7,2,7,5,3,1,7,1,8,3,7,2,8,N,0,train
6,10,8,8,9,6,5,5,4,6,6,8,4,5,9,10,N,0.002,test
3,4,4,6,2,7,7,14,2,5,6,8,6,8,0,8,N,0.002,test
2,4,4,3,3,8,7,3,6,10,5,6,2,8,4,10,N,0,test
1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,N,0,train
3,8,5,6,3,11,2,2,2,9,2,9,2,6,3,7,N,0,train
2,2,2,3,2,8,7,7,5,7,6,8,2,9,8,8,N,0,train
4,9,7,7,4,12,3,2,2,9,2,9,2,6,2,8,N,0,train
3,8,4,6,3,6,6,6,6,7,5,11,3,10,4,8,N,0.002,test
4,6,5,4,2,7,7,8,8,7,6,8,3,8,4,8,N,0.002,test
5,7,7,5,4,6,6,3,5,10,9,9,7,5,2,8,N,0.004,test
2,4,4,3,3,8,7,2,5,10,5,6,2,8,4,9,N,0,train
2,4,3,2,2,7,7,7,5,9,6,8,2,8,3,8,N,0,test
3,7,4,5,3,7,7,3,11,9,6,8,0,8,7,8,N,0,test
5,10,7,8,8,9,7,6,5,6,7,5,8,7,3,5,N,0.04,test
6,9,9,8,10,8,7,5,5,7,6,8,8,9,9,3,N,0.062,test
2,11,3,8,2,11,6,1,8,11,2,6,0,7,1,7,N,0,test
7,9,7,4,3,6,10,1,3,8,10,7,7,12,1,7,N,0,test
5,10,5,5,2,5,11,2,7,12,8,5,2,9,4,3,N,0.092,test
1,0,1,0,0,7,7,10,0,5,6,8,4,8,0,8,N,0.004,test
3,9,5,6,6,7,8,3,6,5,7,10,5,12,6,5,N,0.074,test
5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8,N,0,test
4,10,6,8,4,8,7,7,7,10,5,4,3,7,5,9,N,0,train
2,1,2,1,1,8,7,7,4,6,6,8,2,8,3,8,N,0,train
4,6,5,8,7,10,9,5,3,6,7,8,6,11,7,5,N,0.062,test
3,5,6,3,2,6,8,2,7,10,7,8,1,9,5,6,N,0.004,test
4,7,6,5,5,7,7,5,6,7,6,8,6,8,3,7,N,0,train
7,9,10,6,8,5,7,3,5,9,9,9,10,6,3,8,N,0.002,test
3,6,4,4,4,8,7,4,5,9,5,6,2,8,5,9,N,0,test
2,2,3,3,2,7,8,6,4,7,6,7,4,9,2,6,N,0.006,test
4,8,6,6,7,7,6,4,3,7,7,8,10,8,5,7,P,0.036,test
5,10,6,7,5,9,8,6,5,6,5,4,6,10,3,5,N,0.004,test
3,6,4,4,2,7,7,4,4,7,6,8,3,8,4,8,N,0,test
6,11,9,8,5,6,9,0,8,8,12,9,1,11,2,7,N,0.002,test
5,11,8,8,11,9,6,4,4,6,7,7,11,8,5,7,P,0.876,train
1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,7,N,0,test
1,3,2,2,1,10,6,2,5,12,4,9,0,7,0,7,N,0,test
3,11,5,8,3,4,4,4,8,2,0,6,0,6,1,5,N,0,test
0,0,1,0,0,12,4,4,3,11,4,11,0,7,0,8,N,0,test
1,0,2,1,0,2,1,6,4,0,3,4,0,8,0,8,N,0,test
4,8,4,6,3,4,8,6,6,12,10,12,2,9,3,8,N,0.002,test
8,12,5,6,3,8,7,6,5,9,4,7,5,9,5,8,N,0,test
3,4,4,2,2,6,7,5,5,10,7,9,2,9,4,9,N,0,test
4,5,5,5,5,7,8,4,3,6,4,8,6,8,4,7,N,0.01,train
5,10,7,8,5,10,6,2,8,11,4,8,2,8,5,11,N,0,test
5,11,8,8,9,8,8,4,2,7,8,8,8,10,6,8,N,0.002,test
3,10,5,7,3,6,4,1,8,7,1,9,0,6,2,8,N,0,test
5,11,6,8,9,7,5,4,4,7,5,11,7,8,9,14,N,0.014,test
7,7,7,5,6,4,11,2,2,10,9,7,7,11,2,6,N,0,train
2,5,4,4,2,7,8,2,10,11,6,8,1,8,6,7,N,0,test
2,5,3,4,2,7,8,5,4,7,6,7,4,8,1,7,N,0.006,test
4,6,5,9,6,8,13,4,3,4,8,12,4,14,7,13,N,0.068,train
1,0,2,0,0,7,10,3,1,7,12,8,1,11,0,8,N,0,test
3,8,4,5,1,10,15,1,6,4,11,9,0,8,0,8,N,0,test
3,4,5,6,4,7,4,5,2,6,4,6,4,6,7,7,N,0.034,test
6,9,6,6,3,3,11,4,4,10,12,8,2,10,1,8,N,0,train
5,11,7,8,5,8,8,6,7,10,6,4,4,7,5,10,N,0,test
3,7,4,5,4,7,8,6,9,6,4,9,3,8,6,8,N,0,test
2,7,4,4,1,8,14,1,6,6,11,8,0,8,0,8,N,0,test
2,3,4,5,1,7,8,4,2,7,13,8,3,10,0,8,N,0,train
3,5,4,3,3,9,7,6,6,7,6,8,3,8,3,7,N,0,train
1,1,2,2,0,8,7,4,7,4,6,7,0,8,7,8,N,0,train
9,10,8,7,6,5,10,3,3,9,8,7,10,11,4,5,N,0.008,test
4,6,6,8,4,11,4,3,5,10,2,8,2,7,5,11,N,0,test
4,9,6,7,4,9,8,3,6,9,3,8,3,6,4,11,N,0,test
3,8,5,6,5,8,8,7,4,8,5,7,4,7,6,11,N,0,train
4,9,7,7,3,6,10,2,8,7,12,8,1,11,2,8,N,0,test
6,11,5,6,3,7,8,4,3,8,8,10,4,8,7,11,N,0.002,test
5,9,7,7,4,7,12,2,3,5,11,9,4,10,2,7,N,0.004,test
3,4,4,3,3,7,8,4,5,6,5,7,2,6,4,8,N,0,train
6,9,9,7,6,8,6,2,9,11,5,9,3,5,7,8,N,0,test
7,9,10,8,10,8,8,4,4,8,4,7,8,6,7,6,N,0,test
3,4,5,3,4,7,8,3,5,10,6,6,2,8,5,8,N,0,test
1,1,1,1,0,12,3,6,4,13,4,11,0,7,0,8,N,0,train
6,8,8,7,8,7,8,5,3,7,7,9,7,11,7,8,N,0,test
6,7,6,5,4,5,10,3,3,9,8,7,7,12,2,5,N,0.004,test
2,0,2,1,0,8,5,11,4,7,13,8,3,10,0,8,P,1,train
2,7,4,5,3,12,4,3,2,9,2,9,2,6,2,8,N,0,train
2,2,2,3,2,7,7,6,5,7,6,6,2,8,5,10,N,0,test
3,8,4,6,3,5,7,6,7,7,5,11,1,8,4,10,N,0,test
7,9,8,7,4,3,10,2,7,10,12,7,2,11,2,6,N,0,test
5,6,7,4,3,7,8,1,8,10,6,8,3,8,3,7,N,0,test
4,4,5,6,2,6,7,7,11,6,6,13,1,7,4,9,N,0,test
2,3,4,2,2,7,8,2,9,12,6,8,1,9,5,8,N,0,test
4,6,6,4,6,8,8,4,3,6,6,7,7,9,7,8,N,0.022,test
4,9,5,7,3,7,10,3,2,6,11,8,2,10,3,9,N,0,train
10,13,9,7,4,7,10,5,5,3,5,11,6,11,3,6,N,0.052,test
2,3,3,2,1,5,12,3,6,11,9,4,1,10,2,5,N,0,test
4,7,5,9,6,8,6,6,4,9,6,9,2,9,4,8,N,0,test
4,9,6,6,2,8,3,3,3,7,2,8,3,6,3,8,N,0,test
4,8,6,6,5,4,11,4,5,11,9,5,0,10,3,7,N,0,test
4,10,4,7,3,3,6,6,11,7,7,15,0,8,7,7,N,0.008,test
5,4,5,6,4,6,7,9,7,7,6,7,2,8,9,10,N,0,test
4,7,4,5,2,2,11,3,3,11,11,8,2,11,0,8,N,0,test
3,7,5,5,5,8,7,7,6,6,6,6,2,8,6,9,N,0,test
3,4,4,6,2,7,7,4,14,9,6,8,0,8,8,8,N,0,train
5,5,6,7,3,8,7,8,6,6,6,9,3,8,5,9,N,0.002,test
5,9,6,6,3,5,8,8,9,9,8,12,2,10,4,9,N,0,test
4,5,4,6,4,8,9,5,1,7,8,11,2,9,5,8,N,0,test
3,6,5,4,2,6,8,4,1,7,8,8,8,9,0,8,N,0,train
3,5,4,3,2,5,8,4,7,10,8,9,3,9,2,6,P,0.752,train
2,4,4,3,2,11,2,3,1,9,2,9,2,6,2,9,N,0,test
6,8,9,6,5,8,7,3,6,10,5,7,3,8,3,7,N,0,test
4,6,6,4,4,6,8,2,9,11,7,10,2,9,4,8,N,0,test
4,2,5,4,3,6,6,6,6,6,6,10,2,9,4,8,N,0,train
3,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,N,0.006,test
4,8,5,6,3,8,8,6,9,5,6,7,0,8,9,7,N,0,test
6,9,6,6,3,5,7,6,8,11,8,14,2,9,4,6,N,0.16,train
8,13,8,7,5,7,6,5,5,7,8,8,5,7,3,8,P,0.094,test
2,4,3,3,2,6,8,5,4,7,7,7,5,9,1,6,N,0.026,test
6,11,8,8,5,9,7,3,5,10,4,6,6,8,1,7,N,0.002,test
